servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;Horas_servicio_HHMM;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Repuestos_Usados_Filtro;Ubicacion_Clientes;Tecnicos_Bigtools
SV-003628;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;1/10/2023;2/10/2023;3528;35h 17min;R. Soto;Reparado;Sin_repuestos;47040;0;47040;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-003629;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/12/2023;31/12/2023;178;1h 47min;J. Pérez;OK;Sin_repuestos;49840;0;49840;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003630;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/7/2024;7/7/2024;135;1h 21min;M. Gómez;OK;Sin_repuestos;37800;0;0;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003631;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/9/2024;1/10/2024;213;2h 8min;J. Pérez;Reparado;Sin_repuestos;59640;0;59640;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003632;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;24/3/2025;25/3/2025;132;1h 19min;R. Soto;Reparado;Sin_repuestos;0;0;36960;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-003633;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;06/26/2025;27/6/2025;128;1h 17min;S. López;Reparado;Sin_repuestos;35840;0;35840;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003634;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;5/1/2022;6/1/2022;101;1h 1min;S. López;OK;Sin_repuestos;28280;19340;47620;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003635;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;27/12/2023;28/12/2023;109;1h 5min;L. Gómez;OK;correas:27441;30520;27441;57961;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003636;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;25/12/2024;26/12/2024;4322;43h 13min;R. Soto;OK;correas:11461;24360;11461;0;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-003637;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6/1/2022;7/1/2022;9643;96h 26min;A. Torres;OK;Sin_repuestos;37800;0;37800;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-003638;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;4/1/2023;5/1/2023;137;1h 22min;L. Gómez;OK;Sin_repuestos;38360;0;38360;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003639;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;24/6/2024;31/12/1999;18;1h 48min;A. Torres;OK;Sin_repuestos;50400;0;50400;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-003640;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;1/1/2025;2/1/2025;135;1h 21min;S. López;Observaciones;Sin_repuestos;37800;0;37800;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003641;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;2/1/2022;3/1/2022;93;0h 56min;S. López;Reparado;filtro_combustible:15265;26040;15265;41305;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-003642;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;7/4/2022;31/12/1999;109;1h 5min;L. Gómez;Reparado;filtro_combustible:20005;30520;20005;50525;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003643;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/6/2022;30/6/2022;93;0h 56min;L. Gómez;Reparado;filtro_combustible:9602;26040;9602;35642;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003644;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;24/9/2022;25/9/2022;108;1h 5min;M. Ruiz;OK;filtro_combustible:19166;30240;19166;49406;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-003645;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;12/24/2022;25/12/2022;92;0h 55min;S. López;OK;filtro_combustible:15315;25760;15315;41075;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-003646;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;24/3/2023;25/3/2023;108;1h 5min;A. Torres;OK;filtro_combustible:12418;30240;0;42658;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-003647;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/7/2023;2/7/2023;123;1h 14min;S. López;OK;filtro_combustible:14499;34440;14499;48939;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-003648;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;09/25/2023;26/9/2023;89;0h 53min;M. Gómez;OK;filtro_combustible:17420;24920;17420;42340;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003649;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;5/4/2024;4/6/2024;112;1h 7min;A. Torres;Reparado;filtro_combustible:23849;31360;23849;55209;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-003650;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3/10/2024;4/10/2024;87;0h 52min;A. Torres;Reparado;filtro_combustible:18691;24360;18691;43051;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-003651;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;2/1/2025;3/1/2025;105;1h 3min;R. Soto;OK;filtro_combustible:19030;29400;19030;48430;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-003652;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;25/3/2025;03/26/2025;-7207;-72h -4min;L. Gómez;OK;filtro_combustible:16379;34440;16379;50819;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003653;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;25/6/2025;26/6/2025;94;0h 56min;S. López;OK;filtro_combustible:10918;0;10918;37238;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-003654;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;2/10/2025;3/10/2025;117;1h 10min;J. Pérez;OK;filtro_combustible:16005;32760;16005;48765;Oficina 3 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-003655;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;27/12/2021;28/12/2021;109;1h 5min;M. Ruiz;Reparado;Sin_repuestos;30520;0;30520;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003656;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;25/12/2022;26/12/2022;108;1h 5min;L. Gómez;OK;Sin_repuestos;30240;0;30240;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003657;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;2027/13/40;3/1/2024;1;1h 0min;S. López;Reparado;Sin_repuestos;28000;0;28000;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003658;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;30/12/2021;2027/13/40;25;0h 15min;M. Ruiz;Reparado;Sin_repuestos;7000;0;7000;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003659;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;6/7/2022;7/7/2022;5;0h 30min;M. Gómez;Reparado;Sin_repuestos;14000;0;14000;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003660;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;30/9/2022;1/10/2022;41;0h 25min;J. Pérez;OK;Sin_repuestos;11480;0;11480;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003661;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3/1/2023;4/1/2023;29;0h 17min;M. Ruiz;Observaciones;Sin_repuestos;8120;0;8120;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003662;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;7/7/2023;8/7/2023;45;0h 27min;M. Gómez;OK;Sin_repuestos;0;0;12600;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003663;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;09/25/2023;26/9/2023;68;0h 41min;L. Gómez;OK;Sin_repuestos;0;0;19040;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003664;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;1/1/2024;2/1/2024;42;0h 25min;J. Pérez;Reparado;Sin_repuestos;11760;0;11760;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003665;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;6/4/2024;7/4/2024;76;0h 46min;S. López;Reparado;Sin_repuestos;21280;0;21280;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003666;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;2/7/2024;3/7/2024;48;0h 29min;R. Soto;OK;Sin_repuestos;13440;0;13440;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-003667;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;2/1/2025;3/1/2025;56;0h 34min;L. Gómez;OK;Sin_repuestos;15680;0;15680;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003668;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;25/3/2025;26/3/2025;61;0h 37min;M. Ruiz;OK;Sin_repuestos;17080;0;17080;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003669;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;6/7/2025;7/7/2025;54;0h 32min;M. Ruiz;Observaciones;Sin_repuestos;15120;0;15120;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003670;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;4/10/2025;5/10/2025;25;0h 15min;M. Ruiz;Reparado;Sin_repuestos;7000;0;7000;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003671;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;2027/13/40;26/12/2021;11;1h 6min;J. Pérez;OK;Sin_repuestos;30800;0;30800;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003672;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;3/7/2022;4/7/2022;112;1h 7min;M. Ruiz;Observaciones;Sin_repuestos;31360;0;31360;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-003673;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;3/7/2023;4/7/2023;92;0h 55min;L. Gómez;OK;Sin_repuestos;25760;0;25760;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003674;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;2/1/2024;3/1/2024;95;0h 57min;M. Gómez;OK;Sin_repuestos;26600;0;26600;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003675;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;26/6/2024;27/6/2024;97;0h 58min;A. Torres;OK;Sin_repuestos;27160;0;27160;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-003676;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;3/1/2025;4/1/2025;113;1h 8min;J. Pérez;OK;Sin_repuestos;31640;0;31640;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-003677;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;4/7/2025;5/7/2025;122;1h 13min;S. López;Observaciones;Sin_repuestos;34160;0;34160;Oficina 3 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-003678;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;7/8/2022;8/8/2022;36;0h 22min;M. Gómez;OK;filtro_combustible:16578;7920;16578;24498;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003679;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;6/9/2022;9/7/2022;41;0h 25min;R. Soto;Reparado;filtro_combustible:12198;9020;12198;21218;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 6: Soto
SV-003680;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;30/11/2022;1/12/2022;74;0h 44min;A. Torres;OK;filtro_combustible:18504;16280;18504;34784;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-003681;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;26/12/2022;27/12/2022;5;0h 30min;M. Ruiz;OK;filtro_combustible:22113;11000;22113;33113;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 5: Ruiz
SV-003682;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;30/1/2023;31/1/2023;39;0h 23min;M. Ruiz;Reparado;filtro_combustible:20955;8580;20955;29535;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-003683;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;21/2/2023;22/2/2023;46;0h 28min;M. Ruiz;Reparado;filtro_combustible:21353;10120;21353;31473;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 5: Ruiz
SV-003684;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;23/4/2023;24/4/2023;34;0h 20min;R. Soto;OK;Sin_repuestos;0;16232;23712;Sucursal 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 6: Soto
SV-003685;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;2/6/2023;3/6/2023;6;0h 36min;A. Torres;OK;filtro_combustible:22437;13200;22437;35637;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 1: Torres
SV-003686;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1/7/2023;2/7/2023;26;0h 16min;A. Torres;OK;filtro_combustible:12702;5720;12702;18422;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 1: Torres
SV-003687;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;2/8/2023;3/8/2023;42;0h 25min;A. Torres;OK;filtro_combustible:18177;9240;18177;27417;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 1: Torres
SV-003688;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;2/9/2023;3/9/2023;5;0h 30min;A. Torres;OK;filtro_combustible:14267;11000;14267;25267;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-003689;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;6/10/2023;7/10/2023;54;0h 32min;R. Soto;OK;filtro_combustible:19448;0;19448;31328;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-003690;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1/11/2023;2/11/2023;75;0h 45min;J. Pérez;OK;Sin_repuestos;16500;13231;29731;Sucursal 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-003691;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;3/12/2023;4/12/2023;48;0h 29min;M. Gómez;Reparado;filtro_combustible:20655;0;20655;0;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 4: Gomez M.
SV-003692;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;27/1/2024;28/1/2024;34;0h 20min;R. Soto;Observaciones;filtro_combustible:23776;7480;23776;31256;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 6: Soto
SV-003693;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;26/4/2024;27/4/2024;7787;77h 52min;J. Pérez;Reparado;filtro_combustible:16113;13200;16113;29313;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 2: Pérez
SV-003694;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;28/5/2024;29/5/2024;26;0h 16min;J. Pérez;Reparado;filtro_combustible:22417;5720;22417;28137;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 2: Pérez
SV-003695;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;7/7/2024;8/7/2024;61;0h 37min;A. Torres;Observaciones;filtro_combustible:19987;13420;0;33407;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 1: Torres
SV-003696;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;29/7/2024;30/7/2024;57;0h 34min;M. Ruiz;OK;filtro_combustible:17137;12540;17137;29677;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-003697;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1/10/2024;2/10/2024;42;0h 25min;L. Gómez;OK;filtro_combustible:13019;9240;13019;22259;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-003698;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;27/10/2024;28/10/2024;49;0h 29min;S. López;OK;filtro_combustible:17704;10780;17704;28484;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-003699;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;5/12/2024;6/12/2024;45;0h 27min;A. Torres;OK;Sin_repuestos;9900;17096;26996;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-003700;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;25/12/2024;26/12/2024;67;0h 40min;M. Gómez;OK;filtro_combustible:22118;14740;22118;36858;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 4: Gomez M.
SV-003701;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;7/2/2025;8/2/2025;49;0h 29min;J. Pérez;OK;filtro_combustible:17916;10780;17916;28696;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 2: Pérez
SV-003702;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;7/3/2025;8/3/2025;84;0h 50min;M. Gómez;OK;filtro_combustible:15481;18480;15481;33961;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-003703;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;3/4/2025;31/12/1999;46;0h 28min;L. Gómez;OK;filtro_combustible:11655;10120;11655;21775;Sucursal 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-003704;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;29/4/2025;30/4/2025;62;0h 37min;M. Ruiz;OK;filtro_combustible:18922;13640;18922;32562;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-003705;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;24/6/2025;25/6/2025;61;0h 37min;M. Ruiz;Reparado;filtro_combustible:13617;13420;13617;27037;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 5: Ruiz
SV-003706;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;24/7/2025;25/7/2025;46;0h 28min;M. Gómez;Reparado;filtro_combustible:16073;10120;16073;26193;Sucursal 4 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 4: Gomez M.
