servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-004122;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;30/6/2022 21:00;1/7/2022 21:00;1,14;S. López;OK;filtro_combustible:9979;31.920;9.979;41.899;Taller 3 - Rio Grande;Rio Grande;Tecnico 5;1h 8min;30/6/2022;1/7/2022;2022
SV-004125;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;26/6/2023 21:00;27/6/2023 21:00;1,05;J. Pérez;OK;filtro_combustible:18538;29.400;18.538;47.938;Taller 3 - Ushuaia;Ushuaia;Tecnico 1;1h 3min;26/6/2023;27/6/2023;2023
SV-004128;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3/4/2025 21:00;4/4/2025 21:00;1,5;L. Gómez;OK;filtro_combustible:21721;23.240;21.721;44.961;Taller 3 - Tolhuin;Tolhuin;Tecnico 2;1h 30min;3/4/2025;4/4/2025;2025
SV-004129;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/7/2025 21:00;2/7/2025 21:00;0,83;M. Ruiz;OK;filtro_combustible:11327;23.240;11.327;34.567;Taller 3 - Ushuaia;Ushuaia;Tecnico 3;0h 50min;1/7/2025;2/7/2025;2025
SV-004130;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/9/2025 21:00;30/9/2025 21:00;0,92;M. Ruiz;OK;filtro_combustible:22367;25.760;22.367;48.127;Taller 3 - Tolhuin;Tolhuin;Tecnico 3;0h 55min;29/9/2025;30/9/2025;2025
SV-004192;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;27/3/2022 21:00;28/3/2022 21:00;1;R. Soto;OK;filtro_combustible:9380;28.000;9.380;37.380;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;1h 0min;27/3/2022;28/3/2022;2022
SV-004193;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3/10/2022 21:00;4/10/2022 21:00;0,96;L. Gómez;OK;filtro_combustible:17471;26.880;17.471;44.351;Oficina 1 - Ushuaia;Ushuaia;Tecnico 2;0h 58min;3/10/2022;4/10/2022;2022
SV-004194;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/1/2023 21:00;4/1/2023 21:00;0,8;R. Soto;OK;filtro_combustible:18223;22.400;18.223;40.623;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;0h 48min;4/1/2023;4/1/2023;2023
SV-004195;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;24/3/2023 21:00;25/3/2023 21:00;1,17;R. Soto;OK;filtro_combustible:18735;32.760;18.735;51.495;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;1h 10min;24/3/2023;25/3/2023;2023
SV-004196;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/3/2024 21:00;30/3/2024 21:00;1,23;A. Torres;OK;filtro_combustible:10795;34.440;10.795;45.235;Oficina 1 - Ushuaia;Ushuaia;Tecnico 6;1h 14min;29/3/2024;30/3/2024;2024
SV-004198;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;23/12/2024 21:00;24/12/2024 21:00;1,06;R. Soto;OK;filtro_combustible:17256;29.680;17.256;46.936;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;1h 4min;23/12/2024;24/12/2024;2024
SV-004199;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;27/3/2025 21:00;28/3/2025 21:00;0,92;R. Soto;OK;filtro_combustible:22875;25.760;22.875;48.635;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;0h 55min;27/3/2025;28/3/2025;2025
SV-004200;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;2/10/2025 21:00;3/10/2025 21:00;0,89;L. Gómez;OK;filtro_combustible:14454;24.920;14.454;39.374;Oficina 1 - Ushuaia;Ushuaia;Tecnico 2;0h 53min;2/10/2025;3/10/2025;2025
SV-004259;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/4/2022 21:00;2/4/2022 21:00;0,76;M. Ruiz;OK;filtro_combustible:11355;21.280;11.355;32.635;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;0h 46min;1/4/2022;2/4/2022;2022
SV-004260;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;6/7/2022 21:00;7/7/2022 21:00;1,04;A. Torres;OK;filtro_combustible:12103;29.120;12.103;41.223;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 6;1h 2min;6/7/2022;7/7/2022;2022
SV-004262;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;30/12/2022 21:00;31/12/2022 21:00;1,09;L. Gómez;OK;sin_repuestos;30.520;21.020;51.540;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 2;1h 5min;30/12/2022;31/12/2022;2022
SV-004263;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/3/2023 21:00;30/3/2023 21:00;1,35;S. López;OK;filtro_combustible:10247;37.800;10.247;48.047;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 5;1h 21min;29/3/2023;30/3/2023;2023
SV-004265;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;28/12/2023 21:00;29/12/2023 21:00;1,05;L. Gómez;OK;filtro_combustible:23988;29.400;23.988;53.388;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 2;1h 3min;28/12/2023;29/12/2023;2023
SV-004266;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;26/3/2024 21:00;27/3/2024 21:00;1,16;M. Ruiz;OK;filtro_combustible:13030;32.480;13.030;45.510;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;1h 10min;26/3/2024;27/3/2024;2024
SV-004267;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;26/6/2024 21:00;27/6/2024 21:00;1,08;M. Gómez;OK;filtro_combustible:12470;30.240;12.470;42.710;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 7;1h 5min;26/6/2024;27/6/2024;2024
SV-004268;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/10/2024 21:00;2/10/2024 21:00;1,17;R. Soto;OK;filtro_combustible:11144;32.760;11.144;43.904;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 4;1h 10min;1/10/2024;2/10/2024;2024
SV-004270;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;25/9/2025 21:00;26/9/2025 21:00;1,11;A. Torres;OK;filtro_combustible:13187;31.080;13.187;44.267;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 6;1h 7min;25/9/2025;26/9/2025;2025
SV-004366;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/12/2021 21:00;30/12/2021 21:00;1,16;A. Torres;OK;filtro_combustible:17021;32.480;17.021;49.501;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 10min;29/12/2021;30/12/2021;2021
SV-004367;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/10/2022 21:00;2/10/2022 21:00;0,99;L. Gómez;OK;filtro_combustible:23556;27.720;23.556;51.276;Planta 4 - Ushuaia;Ushuaia;Tecnico 2;0h 59min;1/10/2022;2/10/2022;2022
SV-004368;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;26/12/2022 21:00;27/12/2022 21:00;0,98;A. Torres;OK;filtro_combustible:14774;27.440;14.774;42.214;Planta 4 - Tolhuin;Tolhuin;Tecnico 6;0h 59min;26/12/2022;27/12/2022;2022
SV-004369;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;25/3/2023 21:00;26/3/2023 21:00;1,08;A. Torres;OK;filtro_combustible:9223;30.240;9.223;39.463;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 5min;25/3/2023;26/3/2023;2023
SV-004371;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/1/2024 21:00;5/1/2024 21:00;1,5;A. Torres;OK;filtro_combustible:15720;32.760;15.720;48.480;Planta 4 - Tolhuin;Tolhuin;Tecnico 6;1h 30min;4/1/2024;5/1/2024;2024
SV-004372;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;25/3/2024 21:00;26/3/2024 21:00;0,74;M. Gómez;OK;sin_repuestos;20.720;10.368;31.088;Planta 4 - Rio Grande;Rio Grande;Tecnico 7;0h 44min;25/3/2024;26/3/2024;2024
SV-004373;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/7/2024 21:00;5/7/2024 21:00;1,1;A. Torres;OK;filtro_combustible:17207;30.800;17.207;48.007;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 6min;4/7/2024;5/7/2024;2024
SV-004432;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;30/12/2021 21:00;31/12/2021 21:00;1,24;R. Soto;OK;filtro_combustible:10366;34.720;10.366;45.086;Obra 5 - Rio Grande;Rio Grande;Tecnico 4;1h 14min;30/12/2021;31/12/2021;2021
SV-004434;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/1/2023 21:00;5/1/2023 21:00;0,93;M. Ruiz;OK;filtro_combustible:18332;26.040;18.332;44.372;Obra 5 - Rio Grande;Rio Grande;Tecnico 3;0h 56min;4/1/2023;5/1/2023;2023
SV-004435;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;28/3/2023 21:00;29/3/2023 21:00;0,99;L. Gómez;OK;filtro_combustible:10635;27.720;10.635;38.355;Obra 5 - Rio Grande;Rio Grande;Tecnico 2;0h 59min;28/3/2023;29/3/2023;2023
SV-004436;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;2/4/2024 21:00;3/4/2024 21:00;1,23;S. López;OK;filtro_combustible:11706;34.440;11.706;46.146;Obra 5 - Rio Grande;Rio Grande;Tecnico 5;1h 14min;2/4/2024;3/4/2024;2024
SV-004437;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;5/10/2024 21:00;9/7/2024 21:00;1,24;M. Gómez;OK;filtro_combustible:13528;34.720;13.528;48.248;Obra 5 - Rio Grande;Rio Grande;Tecnico 7;1h 14min;5/10/2024;9/7/2024;2024
SV-004439;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;28/6/2025 21:00;29/6/2025 21:00;0,84;M. Gómez;OK;filtro_combustible:22122;23.520;22.122;45.642;Obra 5 - Rio Grande;Rio Grande;Tecnico 7;0h 50min;28/6/2025;29/6/2025;2025
SV-004495;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3/8/2022 21:00;4/8/2022 21:00;1,08;L. Gómez;OK;filtro_combustible:21861;30.240;21.861;52.101;Oficina 5 - Rio Grande;Rio Grande;Tecnico 2;1h 5min;3/8/2022;4/8/2022;2022
SV-004498;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/8/2023 21:00;2/8/2023 21:00;0,98;M. Gómez;OK;filtro_combustible:11178;27.440;11.178;38.618;Oficina 5 - Rio Grande;Rio Grande;Tecnico 7;0h 59min;1/8/2023;2/8/2023;2023
SV-004499;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;27/10/2023 21:00;28/10/2023 21:00;0,76;L. Gómez;OK;filtro_combustible:24160;21.280;24.160;45.440;Oficina 5 - Ushuaia;Ushuaia;Tecnico 2;0h 46min;27/10/2023;28/10/2023;2023
SV-004502;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;27/7/2024 21:00;28/7/2024 21:00;1,28;S. López;OK;filtro_combustible:24246;35.840;24.246;60.086;Oficina 5 - Ushuaia;Ushuaia;Tecnico 5;1h 17min;27/7/2024;28/7/2024;2024
SV-004607;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;5/3/2022 21:00;2/7/2022 21:00;0,74;L. Gómez;OK;filtro_combustible:17555;20.720;17.555;38.275;Deposito 5 - Tolhuin;Tolhuin;Tecnico 2;0h 44min;5/3/2022;2/7/2022;2022
SV-004610;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;20/2/2023 21:00;21/2/2023 21:00;1,2;R. Soto;OK;sin_repuestos;33.600;15.041;48.641;Deposito 5 - Tolhuin;Tolhuin;Tecnico 4;1h 12min;20/2/2023;21/2/2023;2023
SV-004611;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;5/3/2024 21:00;6/3/2024 21:00;1;M. Ruiz;OK;filtro_combustible:15986;28.000;15.986;43.986;Deposito 5 - Tolhuin;Tolhuin;Tecnico 3;1h 0min;5/3/2024;6/3/2024;2024
SV-004612;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;23/11/2024 21:00;24/11/2024 21:00;0,98;L. Gómez;OK;filtro_combustible:20160;27.440;20.160;47.600;Deposito 5 - Tolhuin;Tolhuin;Tecnico 2;0h 59min;23/11/2024;24/11/2024;2024
SV-004613;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/5/2025 21:00;30/5/2025 21:00;0,75;R. Soto;OK;filtro_combustible:14410;21.000;14.410;35.410;Deposito 5 - Tolhuin;Tolhuin;Tecnico 4;0h 45min;29/5/2025;30/5/2025;2025
SV-004712;EQP-0055;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;28/8/2024 21:00;29/8/2024 21:00;1,37;A. Torres;OK;filtro_combustible:16168;38.360;16.168;54.528;Planta 1 - Tolhuin;Tolhuin;Tecnico 6;1h 22min;28/8/2024;29/8/2024;2024
SV-004714;EQP-0055;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/9/2025 21:00;5/9/2025 21:00;1,17;L. Gómez;OK;sin_repuestos;32.760;9.501;42.261;Planta 1 - Rio Grande;Rio Grande;Tecnico 2;1h 10min;4/9/2025;5/9/2025;2025
SV-004757;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;1/8/2022 21:00;2/8/2022 21:00;1,02;M. Gómez;OK;filtro_combustible:19069;28.560;19.069;47.629;Oficina 1 - Tolhuin;Tolhuin;Tecnico 7;1h 1min;1/8/2022;2/8/2022;2022
SV-004759;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;29/7/2023 21:00;30/7/2023 21:00;0,88;J. Pérez;OK;filtro_combustible:22598;24.640;22.598;47.238;Oficina 1 - Rio Grande;Rio Grande;Tecnico 1;0h 53min;29/7/2023;30/7/2023;2023
SV-004762;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;4/2/2025 21:00;5/2/2025 21:00;0,86;M. Gómez;OK;filtro_combustible:18210;24.080;18.210;42.290;Oficina 1 - Ushuaia;Ushuaia;Tecnico 7;0h 52min;4/2/2025;5/2/2025;2025
SV-004763;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;22/4/2025 21:00;23/4/2025 21:00;0,72;A. Torres;OK;filtro_combustible:9129;20.160;9.129;29.289;Oficina 1 - Rio Grande;Rio Grande;Tecnico 6;0h 43min;22/4/2025;23/4/2025;2025
SV-004764;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;5/8/2025 21:00;6/8/2025 21:00;0,82;R. Soto;OK;filtro_combustible:23557;22.960;23.557;46.517;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;0h 49min;5/8/2025;6/8/2025;2025
SV-000037;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;1/12/2023 21:00;2/12/2023 21:00;2,03;J. Pérez;OK;"aceite:15241; filtro_aceite:11029";56.840;26.270;83.110;Planta 4 - Ushuaia;Ushuaia;Tecnico 1;2h 2min;1/12/2023;2/12/2023;2023
SV-000038;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;31/5/2024 21:00;1/6/2024 21:00;1,49;L. Gómez;OK;"aceite:21179; filtro_aceite:11918";41.720;33.097;74.817;Planta 4 - Rio Grande;Rio Grande;Tecnico 2;1h 29min;31/5/2024;1/6/2024;2024
SV-000040;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;22/11/2024 21:00;23/11/2024 21:00;2,24;L. Gómez;OK;"aceite:25795; filtro_aceite:8787";62.720;34.582;97.302;Planta 4 - Ushuaia;Ushuaia;Tecnico 2;2h 14min;22/11/2024;23/11/2024;2024
SV-000041;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;22/2/2025 21:00;23/2/2025 21:00;1,92;A. Torres;OK;"aceite:21220; filtro_aceite:12607";53.760;33.827;87.587;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 55min;22/2/2025;23/2/2025;2025
SV-000155;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;25/9/2023 21:00;26/9/2023 21:00;1,98;S. López;OK;"aceite:25016; filtro_aceite:13580";55.440;38.596;94.036;Planta 4 - Ushuaia;Ushuaia;Tecnico 5;1h 59min;25/9/2023;26/9/2023;2023
SV-000156;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;25/12/2023 21:00;26/12/2023 21:00;2,29;M. Gómez;OK;"aceite:33265; filtro_aceite:10123";64.120;43.388;107.508;Planta 4 - Ushuaia;Ushuaia;Tecnico 7;2h 17min;25/12/2023;26/12/2023;2023
SV-000157;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;2/4/2024 21:00;3/4/2024 21:00;1,95;R. Soto;OK;"aceite:21856; filtro_aceite:9594";54.600;3.145;86.050;Planta 4 - Ushuaia;Ushuaia;Tecnico 4;1h 57min;2/4/2024;3/4/2024;2024
SV-000159;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;23/9/2024 21:00;24/9/2024 21:00;1,64;A. Torres;OK;"aceite:25349; filtro_aceite:9966";45.920;35.315;81.235;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 38min;23/9/2024;24/9/2024;2024
SV-000161;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;28/6/2025 21:00;29/6/2025 21:00;1,98;A. Torres;OK;"aceite:30588; filtro_aceite:16666";55.440;47.254;102.694;Planta 4 - Tolhuin;Tolhuin;Tecnico 6;1h 59min;28/6/2025;29/6/2025;2025
SV-000198;EQP-0025;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;1/8/2025 21:00;2/8/2025 21:00;1,57;R. Soto;OK;"aceite:32576; filtro_aceite:8380";43.960;40.956;84.916;Oficina 4 - Tolhuin;Tolhuin;Tecnico 4;1h 34min;1/8/2025;2/8/2025;2025
SV-000214;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;26/3/2023 21:00;27/3/2023 21:00;2,13;R. Soto;OK;"aceite:20288; filtro_aceite:16326";59.640;36.614;96.254;Taller 2 - Ushuaia;Ushuaia;Tecnico 4;2h 8min;26/3/2023;27/3/2023;2023
SV-000215;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;28/6/2023 21:00;28/6/2023 21:00;1,97;L. Gómez;OK;"aceite:18040; filtro_aceite:9189";55.160;27.229;82.389;Taller 2 - Ushuaia;Ushuaia;Tecnico 2;1h 58min;28/6/2023;28/6/2023;2023
SV-000216;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;31/3/2024 21:00;1/4/2024 21:00;1,29;A. Torres;OK;"aceite:34717; filtro_aceite:10049";36.120;44.766;80.886;Taller 2 - Rio Grande;Rio Grande;Tecnico 6;1h 17min;31/3/2024;1/4/2024;2024
SV-000217;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;5/7/2024 21:00;6/7/2024 21:00;2,44;M. Gómez;OK;"aceite:32315; filtro_aceite:15325";68.320;47.640;115.960;Taller 2 - Rio Grande;Rio Grande;Tecnico 7;2h 26min;5/7/2024;6/7/2024;2024
SV-000219;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;5/4/2025 21:00;6/4/2025 21:00;2,62;L. Gómez;OK;"aceite:22463; filtro_aceite:16493";73.360;38.956;112.316;Taller 2 - Ushuaia;Ushuaia;Tecnico 2;2h 37min;5/4/2025;6/4/2025;2025
SV-000221;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;6/10/2025 21:00;7/10/2025 21:00;1,93;M. Ruiz;OK;"aceite:34866; filtro_aceite:16035";54.040;50.901;104.941;Taller 2 - Rio Grande;Rio Grande;Tecnico 3;1h 56min;6/10/2025;7/10/2025;2025
SV-000281;EQP-0045;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;5/1/2025 21:00;6/1/2025 21:00;2,52;M. Ruiz;OK;"aceite:25570; filtro_aceite:8562";70.560;34.132;104.692;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 3;2h 31min;5/1/2025;6/1/2025;2025
SV-000459;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;28/6/2022 21:00;29/6/2022 21:00;2,52;L. Gómez;OK;"aceite:25418; filtro_aceite:11997";70.560;37.415;107.975;Planta 5 - Tolhuin;Tolhuin;Tecnico 2;2h 31min;28/6/2022;29/6/2022;2022
SV-000460;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;25/9/2022 21:00;26/9/2022 21:00;1,5;A. Torres;OK;"aceite:34875; filtro_aceite:14025";61.600;48.900;110.500;Planta 5 - Ushuaia;Ushuaia;Tecnico 6;1h 30min;25/9/2022;26/9/2022;2022
SV-000461;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;30/12/2022 21:00;31/12/2022 21:00;1,69;J. Pérez;OK;"aceite:32003; filtro_aceite:9982";47.320;41.985;89.305;Planta 5 - Rio Grande;Rio Grande;Tecnico 1;1h 41min;30/12/2022;31/12/2022;2022
SV-000462;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;30/3/2023 21:00;31/3/2023 21:00;1,89;R. Soto;OK;"aceite:26134; filtro_aceite:10840";52.920;36.974;89.894;Planta 5 - Ushuaia;Ushuaia;Tecnico 4;1h 53min;30/3/2023;31/3/2023;2023
