inventario_id;cliente_id;Locacion;Ciudad;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;programado_para_normalizada;estado;fecha_ejecucion_normalizada;fecha_ejecucion;responsable;duracion_estimada_h
EQP-0059;CLI-049;Oficina 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/5/2025;Ejecutado;miércoles, 5 de marzo de 2025;1/1/1900;L. GÓMEZ;2
EQP-0099;CLI-005;Depósito 4 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2023;Ejecutado;domingo, 2 de julio de 2023;1/1/1900;R. SOTO;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2023;Ejecutado;martes, 28 de marzo de 2023;28/3/2023 00:00;A. TORRES;2
EQP-0018;CLI-026;Obra 3 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;jueves, 3 de julio de 2025;3/7/2025 00:00;M. GÓMEZ;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;viernes, 4 de julio de 2025;7/4/2025;J. PÉREZ;2
EQP-0058;CLI-008;Oficina 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/9/2024;Ejecutado;domingo, 8 de septiembre de 2024;8/9/2024 00:00;S. LÓPEZ;2
EQP-0027;CLI-049;Depósito 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/6/2025;Ejecutado;jueves, 29 de mayo de 2025;29/5/2025;R. SOTO;2
EQP-0011;CLI-049;Obra 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2022;Ejecutado;martes, 29 de marzo de 2022;03-29-2022;J. PÉREZ;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;martes, 27 de septiembre de 2022;27/9/2022 00:00;R. SOTO;2
EQP-0003;CLI-048;Taller 3 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2023;Ejecutado;martes, 27 de junio de 2023;27/6/2023 00:00;S. LÓPEZ;2
EQP-0012;CLI-030;Depósito 2 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;viernes, 3 de enero de 2025;3/1/2025 00:00;J. PÉREZ;2
EQP-0034;CLI-044;Obra 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2023;Ejecutado;martes, 4 de abril de 2023;1/1/1900;J. PÉREZ;2
EQP-0087;CLI-038;Oficina 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;miércoles, 2 de julio de 2025;2/7/2025 00:00;A. TORRES;2
EQP-0044;CLI-017;Taller 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2023;Ejecutado;lunes, 3 de abril de 2023;3/4/2023 00:00;M. RUIZ;2
EQP-0012;CLI-030;Depósito 2 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2025;Ejecutado;sábado, 5 de abril de 2025;5/4/2025 00:00;L. GÓMEZ;2
EQP-0016;CLI-049;Oficina 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/11/2022;Ejecutado;jueves, 27 de octubre de 2022;27/10/2022 00:00;M. RUIZ;2
EQP-0012;CLI-030;Depósito 2 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2023;Ejecutado;domingo, 1 de enero de 2023;1/1/2023 00:00;J. PÉREZ;2
EQP-0058;CLI-008;Oficina 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/6/2024;Ejecutado;martes, 4 de junio de 2024;4/6/2024 00:00;A. TORRES;2
EQP-0034;CLI-044;Obra 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;domingo, 2 de enero de 2022;2/1/2022;L. GÓMEZ;2
EQP-0042;CLI-048;Oficina 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;viernes, 24 de junio de 2022;24/6/2022 00:00;M. RUIZ;2
EQP-0041;CLI-005;Taller 2 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2024;Ejecutado;martes, 2 de abril de 2024;2/4/2024 00:00;A. TORRES;2
EQP-0038;CLI-044;Taller 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/5/2022;Ejecutado;sábado, 7 de mayo de 2022;7/5/2022 00:00;SIN DATOS;2
EQP-0095;CLI-044;Taller 2 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2024;Ejecutado;;2027-13-40;L. GÓMEZ;2
EQP-0045;CLI-005;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;martes, 8 de julio de 2025;8/7/2025 00:00;M. RUIZ;2
EQP-0027;CLI-049;Depósito 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/9/2022;Ejecutado;viernes, 2 de septiembre de 2022;2/9/2022 00:00;M. GÓMEZ;2
EQP-0098;CLI-039;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2025;Ejecutado;martes, 31 de diciembre de 2024;31/12/2024;S. LÓPEZ;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;jueves, 3 de octubre de 2024;3/10/2024 00:00;L. GÓMEZ;2
EQP-0083;CLI-005;Planta 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;martes, 27 de septiembre de 2022;27/9/2022 00:00;A. TORRES;2
EQP-0027;CLI-049;Depósito 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/6/2022;Ejecutado;domingo, 5 de junio de 2022;5/6/2022 00:00;J. PÉREZ;2
EQP-0081;CLI-040;Obra 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;viernes, 7 de julio de 2023;7/7/2023 00:00;A. TORRES;2
EQP-0063;CLI-048;Sucursal 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2025;Ejecutado;lunes, 30 de diciembre de 2024;30/12/2024 00:00;A. TORRES;2
EQP-0066;CLI-026;Obra 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;domingo, 31 de marzo de 2024;03-31-2024;J. PÉREZ;2
EQP-0095;CLI-044;Taller 2 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;sábado, 24 de septiembre de 2022;24/9/2022 00:00;J. PÉREZ;2
EQP-0018;CLI-026;Obra 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2023;Ejecutado;domingo, 24 de septiembre de 2023;24/9/2023 00:00;SIN DATOS;2
EQP-0004;CLI-049;Planta 4 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2024;Ejecutado;sábado, 6 de julio de 2024;7/6/2024;J. PÉREZ;2
EQP-0058;CLI-008;Oficina 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/9/2025;Ejecutado;lunes, 1 de septiembre de 2025;1/9/2025 00:00;S. LÓPEZ;2
EQP-0082;CLI-001;Planta 4 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/9/2022;Ejecutado;viernes, 2 de septiembre de 2022;2/9/2022 00:00;SIN DATOS;2
EQP-0055;CLI-049;Planta 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/9/2024;Ejecutado;viernes, 30 de agosto de 2024;08-30-2024;SIN DATOS;2
EQP-0014;CLI-044;Sucursal 4 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;viernes, 30 de septiembre de 2022;30/9/2022 00:00;A. TORRES;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2025;Ejecutado;domingo, 5 de octubre de 2025;5/10/2025 00:00;M. RUIZ;2
EQP-0063;CLI-048;Sucursal 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;sábado, 5 de octubre de 2024;5/10/2024 00:00;M. GÓMEZ;2
EQP-0004;CLI-049;Planta 4 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2022;Ejecutado;domingo, 3 de julio de 2022;7/3/2022;M. GÓMEZ;2
EQP-0066;CLI-026;Obra 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2025;Ejecutado;;2027-13-40;M. GÓMEZ;2
EQP-0063;CLI-048;Sucursal 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;viernes, 4 de julio de 2025;4/7/2025;L. GÓMEZ;2
EQP-0027;CLI-049;Depósito 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/3/2023;Ejecutado;viernes, 24 de febrero de 2023;24/2/2023;L. GÓMEZ;2
EQP-0034;CLI-044;Obra 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;lunes, 7 de octubre de 2024;7/10/2024 00:00;M. GÓMEZ;2
EQP-0063;CLI-048;Sucursal 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;lunes, 26 de septiembre de 2022;26/9/2022 00:00;A. TORRES;2
EQP-0006;CLI-036;Planta 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/12/2024;Ejecutado;viernes, 29 de noviembre de 2024;29/11/2024 00:00;R. SOTO;2
EQP-0059;CLI-049;Oficina 1 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/2/2023;Ejecutado;jueves, 2 de febrero de 2023;2/2/2023 00:00;A. TORRES;2
EQP-0041;CLI-005;Taller 2 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2025;Ejecutado;miércoles, 8 de octubre de 2025;8/10/2025 00:00;M. RUIZ;2
EQP-0003;CLI-048;Taller 3 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2023;Ejecutado;jueves, 28 de septiembre de 2023;28/9/2023 00:00;M. GÓMEZ;2
EQP-0099;CLI-005;Depósito 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2022;Ejecutado;miércoles, 29 de diciembre de 2021;29/12/2021 00:00;M. RUIZ;2
EQP-0058;CLI-008;Oficina 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/12/2023;Ejecutado;miércoles, 29 de noviembre de 2023;29/11/2023 00:00;J. PÉREZ;2
EQP-0059;CLI-049;Oficina 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/8/2025;Ejecutado;viernes, 8 de agosto de 2025;8/8/2025 00:00;SIN DATOS;2
EQP-0011;CLI-049;Obra 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2024;Ejecutado;miércoles, 27 de diciembre de 2023;27/12/2023 00:00;M. RUIZ;2
EQP-0022;CLI-004;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;miércoles, 25 de septiembre de 2024;25/9/2024;A. TORRES;2
EQP-0038;CLI-044;Taller 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/8/2025;Ejecutado;miércoles, 30 de julio de 2025;30/7/2025 00:00;M. RUIZ;2
EQP-0098;CLI-039;Sucursal 3 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;martes, 1 de julio de 2025;1/7/2025 00:00;M. GÓMEZ;2
EQP-0012;CLI-030;Depósito 2 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2024;Ejecutado;martes, 26 de marzo de 2024;26/3/2024 00:00;S. LÓPEZ;2
EQP-0095;CLI-044;Taller 2 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2024;Ejecutado;miércoles, 3 de abril de 2024;3/4/2024 00:00;M. RUIZ;2
EQP-0014;CLI-044;Sucursal 4 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;sábado, 24 de junio de 2023;24/6/2023 00:00;M. RUIZ;2
EQP-0066;CLI-026;Obra 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;sábado, 24 de septiembre de 2022;24/9/2022 00:00;M. RUIZ;2
EQP-0001;CLI-025;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;;Ejecutado;lunes, 28 de marzo de 2022;28/3/2022 00:00;R. SOTO;2
EQP-0016;CLI-049;Oficina 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/8/2023;Ejecutado;martes, 25 de julio de 2023;25/7/2023 00:00;J. PÉREZ;2
EQP-0042;CLI-048;Oficina 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2022;Ejecutado;jueves, 30 de diciembre de 2021;30/12/2021 00:00;M. GÓMEZ;2
EQP-0098;CLI-039;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2025;Ejecutado;sábado, 5 de abril de 2025;5/4/2025 00:00;R. SOTO;2
EQP-0045;CLI-005;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2025;Ejecutado;martes, 7 de enero de 2025;7/1/2025 00:00;M. RUIZ;2
EQP-0066;CLI-026;Obra 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2024;Ejecutado;miércoles, 3 de julio de 2024;3/7/2024 00:00;M. RUIZ;2
EQP-0084;CLI-044;Oficina 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2024;Ejecutado;lunes, 8 de enero de 2024;8/1/2024 00:00;L. GÓMEZ;2
EQP-0057;CLI-030;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2023;Ejecutado;viernes, 6 de octubre de 2023;6/10/2023 00:00;S. LÓPEZ;2
EQP-0034;CLI-044;Obra 1 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2023;Ejecutado;lunes, 25 de septiembre de 2023;25/9/2023 00:00;S. LÓPEZ;2
EQP-0012;CLI-030;Depósito 2 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;miércoles, 2 de octubre de 2024;2/10/2024 00:00;M. GÓMEZ;2
EQP-0044;CLI-017;Taller 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2025;Ejecutado;;2027-13-40;J. PÉREZ;2
EQP-0042;CLI-048;Oficina 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2024;Ejecutado;martes, 2 de julio de 2024;2/7/2024 00:00;M. RUIZ;2
EQP-0095;CLI-044;Taller 2 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2022;Ejecutado;miércoles, 6 de julio de 2022;6/7/2022;J. PÉREZ;2
EQP-0044;CLI-017;Taller 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;jueves, 29 de septiembre de 2022;29/9/2022 00:00;L. GÓMEZ;2
EQP-0059;CLI-049;Oficina 1 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/2/2024;Ejecutado;jueves, 25 de enero de 2024;25/1/2024 00:00;L. GÓMEZ;2
EQP-0045;CLI-005;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2025;Ejecutado;martes, 8 de julio de 2025;8/7/2025 00:00;M. RUIZ;2
EQP-0018;CLI-026;Obra 3 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2022;Ejecutado;jueves, 7 de abril de 2022;7/4/2022 00:00;L. GÓMEZ;2
EQP-0066;CLI-026;Obra 5 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2025;Ejecutado;jueves, 26 de diciembre de 2024;26/12/2024 00:00;R. SOTO;2
EQP-0099;CLI-005;Depósito 4 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;domingo, 6 de octubre de 2024;6/10/2024 00:00;M. RUIZ;2
EQP-0011;CLI-049;Obra 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;lunes, 26 de septiembre de 2022;26/9/2022 00:00;SIN DATOS;2
EQP-0098;CLI-039;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2025;Ejecutado;jueves, 2 de octubre de 2025;2/10/2025 00:00;A. TORRES;2
EQP-0098;CLI-039;Sucursal 3 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;lunes, 26 de septiembre de 2022;26/9/2022 00:00;M. RUIZ;2
EQP-0011;CLI-049;Obra 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2024;Ejecutado;viernes, 5 de abril de 2024;5/4/2024 00:00;S. LÓPEZ;2
EQP-0084;CLI-044;Oficina 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/4/2022;Ejecutado;martes, 5 de abril de 2022;5/4/2022 00:00;L. GÓMEZ;2
EQP-0082;CLI-001;Planta 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/12/2024;Ejecutado;domingo, 24 de noviembre de 2024;1/1/1900;L. GÓMEZ;2
EQP-0044;CLI-017;Taller 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2024;Ejecutado;;2027-13-40;M. GÓMEZ;2
EQP-0093;CLI-030;Sucursal 4 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2022;Ejecutado;domingo, 2 de octubre de 2022;2/10/2022 00:00;J. PÉREZ;2
EQP-0011;CLI-049;Obra 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2023;Ejecutado;martes, 27 de junio de 2023;27/6/2023 00:00;SIN DATOS;2
EQP-0083;CLI-005;Planta 5 - Tolhuin; Tolhuin;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/10/2025;Ejecutado;martes, 30 de septiembre de 2025;30/9/2025 00:00;S. LÓPEZ;2
EQP-0098;CLI-039;Sucursal 3 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/7/2024;Ejecutado;miércoles, 3 de julio de 2024;3/7/2024 00:00;M. RUIZ;2
EQP-0016;CLI-049;Oficina 5 - Río Grande; Río Grande;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/2/2023;Ejecutado;viernes, 27 de enero de 2023;27/1/2023 00:00;L. GÓMEZ;2
EQP-0018;CLI-026;Obra 3 - Ushuaia; Ushuaia;Soldadora;Lincoln Electric;Ranger 305D;LR-001;CAMBIO DE ACEITE DE MOTOR Y FILTRO;3;Alta;;1/1/2022;Ejecutado;miércoles, 29 de diciembre de 2021;29/12/2021 00:00;S. LÓPEZ;2
