inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_lectura,horometro_h,ubicacion
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,1969,Sucursal 3 - Río Grande
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,1795,Taller 1 - Río Grande
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-05-01T00:00:00Z,1514,Taller 5 - Ushuaia
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-03-01T00:00:00Z,54458,Obra 5 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,3890,Sucursal 4 - Tolhuin
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-05-01T00:00:00Z,115,Planta 2 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,676,Oficina 1 - Ushuaia
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-04-01T00:00:00Z,2262,Sucursal 4 - Río Grande
EQP-0091,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-09-01T00:00:00Z,296,Obra 2 - Tolhuin
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-06-01T00:00:00Z,927,Taller 4 - Ushuaia
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,615,Oficina 3 - Río Grande
EQP-0055,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,217,Planta 1 - Ushuaia
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-08-01T00:00:00Z,422,Taller 2 - Río Grande
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-08-01T00:00:00Z,1872,Taller 4 - Río Grande
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,600,Sucursal 3 - Ushuaia
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,1160,Oficina 1 - Ushuaia
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-09-01T00:00:00Z,1655,Depósito 3 - Ushuaia
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2025-01-04T00:00:00Z,3301,Taller 4 - Ushuaia
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-06-01T00:00:00Z,960,Planta 5 - Tolhuin
EQP-0030,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-03-01T00:00:00Z,404,Taller 4 - Ushuaia
EQP-0051,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-06-01T00:00:00Z,98258,Planta 2 - Río Grande
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-06-01T00:00:00Z,1272,Obra 3 - Tolhuin
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-05-01T00:00:00Z,1705,Taller 2 - Río Grande
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-04-01T00:00:00Z,2090,Oficina 2 - Ushuaia
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-04-01T00:00:00Z,449,Sucursal 4 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-03-01T00:00:00Z,2682,Planta 3 - Tolhuin
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-11-01T00:00:00Z,961,Depósito 3 - Río Grande
EQP-0022,CLI-004,Cliente 004,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,907,Planta 4 - Río Grande
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-04-01T00:00:00Z,169,Sucursal 5 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,79,Oficina 1 - Tolhuin
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-05-01T00:00:00Z,415,Obra 5 - Río Grande
EQP-0054,CLI-033,Cliente 033,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,444,Sucursal 3 - Río Grande
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-04-01T00:00:00Z,393,Sucursal 1 - Tolhuin
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,3832,Taller 2 - Ushuaia
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-01T00:00:00Z,62,Sucursal 3 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,156,Sucursal 4 - Tolhuin
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-01T00:00:00Z,1757,Depósito 4 - Tolhuin
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,2063,Depósito 2 - Río Grande
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,5259,Obra 5 - Tolhuin
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-10-01T00:00:00Z,874,Obra 3 - Tolhuin
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2022-01-01T00:00:00Z,130,Oficina 2 - Ushuaia
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2023-11-01T00:00:00Z,32275,Sucursal 4 - Tolhuin
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,890,Depósito 4 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-08-01T00:00:00Z,2624,Oficina 3 - Río Grande
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,595,Taller 5 - Tolhuin
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,279,Taller 1 - Río Grande
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,743,Planta 2 - Río Grande
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-01-01T00:00:00Z,189,Taller 2 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-01T00:00:00Z,1299,Oficina 1 - Ushuaia
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-04-01T00:00:00Z,2012,Oficina 5 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,811,Oficina 1 - Tolhuin
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-12-01T00:00:00Z,1699,Planta 3 - Ushuaia
EQP-0076,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2024-06-01T00:00:00Z,1080,Taller 2 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-06-01T00:00:00Z,2991,Depósito 3 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-04-01T00:00:00Z,130,Obra 5 - Tolhuin
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-12-01T00:00:00Z,103993,Taller 5 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-12-01T00:00:00Z,2517,Planta 3 - Ushuaia
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,134,Oficina 1 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-10-01T00:00:00Z,494,Oficina 5 - Río Grande
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,4061,Depósito 4 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-07-01T00:00:00Z,2582,Obra 3 - Tolhuin
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,309,Depósito 2 - Tolhuin
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,2441,Depósito 1 - Tolhuin
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-11-01T00:00:00Z,1958,Depósito 4 - Ushuaia
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,2286,Oficina 1 - Río Grande
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-09-01T00:00:00Z,75633,Taller 2 - Ushuaia
EQP-0054,CLI-033,Cliente 033,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,716,Sucursal 3 - Río Grande
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,3598,Taller 2 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-01T00:00:00Z,772,Obra 5 - Ushuaia
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-03-01T00:00:00Z,356,Depósito 2 - Tolhuin
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-07-01T00:00:00Z,2915,Oficina 5 - Tolhuin
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-03-01T00:00:00Z,2006,Depósito 3 - Ushuaia
EQP-0051,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,131,Planta 2 - Ushuaia
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-12-01T00:00:00Z,541,Planta 3 - Ushuaia
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-08-01T00:00:00Z,1390,Sucursal 1 - Tolhuin
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-03-01T00:00:00Z,347,Obra 3 - Ushuaia
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,111778,Taller 1 - Río Grande
EQP-0048,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-10-01T00:00:00Z,554,Planta 3 - Ushuaia
EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-07-01T00:00:00Z,2151,Planta 5 - Tolhuin
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,111874,Planta 4 - Tolhuin
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-01-01T00:00:00Z,1755,Planta 3 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2024-03-01T00:00:00Z,1932,Oficina 2 - Río Grande
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-09-01T00:00:00Z,86,Sucursal 4 - Tolhuin
EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-07-01T00:00:00Z,1355,Depósito 5 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,180,Obra 5 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-03-01T00:00:00Z,2653,Oficina 5 - Río Grande
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,4296,Obra 2 - Ushuaia
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,987,Planta 4 - Tolhuin
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-03-01T00:00:00Z,83654,Obra 3 - Ushuaia
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-08-01T00:00:00Z,2745,Obra 2 - Ushuaia
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-09-01T00:00:00Z,3014,Sucursal 4 - Tolhuin
EQP-0072,CLI-032,Cliente 032,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,60,Oficina 5 - Río Grande
EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-03-01T00:00:00Z,1898,Planta 5 - Tolhuin
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-08-01T00:00:00Z,34577,Depósito 3 - Ushuaia
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-09-01T00:00:00Z,519,Depósito 4 - Ushuaia
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-10-01T00:00:00Z,3315,Taller 2 - Ushuaia
EQP-0045,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,73490,Sucursal 3 - Río Grande
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,3234,Obra 3 - Ushuaia
EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-02-01T00:00:00Z,47851,Planta 5 - Tolhuin
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,3324,Obra 1 - Río Grande
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-01-01T00:00:00Z,1246,Taller 2 - Ushuaia
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-11-01T00:00:00Z,30902,Sucursal 4 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,2239,Oficina 3 - Río Grande
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,1014,Obra 5 - Tolhuin
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-04-01T00:00:00Z,480,Obra 1 - Ushuaia
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,4506,Planta 4 - Tolhuin
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,265,Sucursal 3 - Ushuaia
EQP-0022,CLI-004,Cliente 004,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,-74716,Planta 4 - Ushuaia
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,114614,Taller 5 - Río Grande
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-05-01T00:00:00Z,91,Depósito 5 - Tolhuin
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,820,Oficina 4 - Río Grande
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,560,Sucursal 3 - Tolhuin
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-07-01T00:00:00Z,950,Taller 4 - Ushuaia
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2022-06-01T00:00:00Z,417,Obra 2 - Río Grande
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2025-05-01T00:00:00Z,3654,Sucursal 4 - Tolhuin
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,581,Depósito 5 - Tolhuin
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-03-01T00:00:00Z,3292,Oficina 3 - Tolhuin
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-02-01T00:00:00Z,3436,Obra 3 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-08-01T00:00:00Z,558,Taller 5 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,1233,Obra 5 - Río Grande
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,3457,Planta 4 - Tolhuin
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,1644,Sucursal 3 - Río Grande
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,829,Taller 3 - Ushuaia
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-11-01T00:00:00Z,152,Planta 2 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,189,Sucursal 4 - Tolhuin
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,2339,Taller 2 - Tolhuin
EQP-0031,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-03-01T00:00:00Z,1273,Oficina 3 - Río Grande
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-11-01T00:00:00Z,342,Planta 1 - Río Grande
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-04-01T00:00:00Z,504,Taller 5 - Río Grande
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-11-01T00:00:00Z,1645,Sucursal 4 - Río Grande
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-01-01T00:00:00Z,170,Depósito 4 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-04-01T00:00:00Z,39781,Depósito 5 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,323,Oficina 1 - Ushuaia
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2023-08-01T00:00:00Z,1744,Taller 4 - Río Grande
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-07-01T00:00:00Z,1100,Sucursal 4 - Ushuaia
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,2093,Oficina 1 - Ushuaia
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-01-11T00:00:00Z,3216,Obra 3 - Río Grande
EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-07-01T00:00:00Z,1275,Planta 2 - Ushuaia
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-03-01T00:00:00Z,44325,Taller 5 - Río Grande
EQP-0006,CLI-036,Cliente 036,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,449,Obra 3 - Tolhuin
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-06-01T00:00:00Z,2602,Obra 2 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,3514,Oficina 1 - Río Grande
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-01-01T00:00:00Z,2273,Sucursal 4 - Tolhuin
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,4233,Sucursal 4 - Ushuaia
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-01-01T00:00:00Z,8,Obra 3 - Tolhuin
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-11-01T00:00:00Z,616,Depósito 4 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,-38441,Obra 5 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-01T00:00:00Z,79,Sucursal 4 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,507,Oficina 1 - Río Grande
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,472,Obra 4 - Río Grande
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-02-01T00:00:00Z,1439,Taller 4 - Río Grande
EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-06-01T00:00:00Z,5078,Planta 2 - Ushuaia
EQP-0056,CLI-011,Cliente 011,Motor Cummins,Cummins,QSB 6.7,2025-01-10T00:00:00Z,464,Obra 2 - Tolhuin
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-06-01T00:00:00Z,2836,Oficina 5 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-05-01T00:00:00Z,-103555,Depósito 5 - Río Grande
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-01-01T00:00:00Z,128,Obra 5 - Río Grande
EQP-0058,CLI-008,Cliente 008,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,190,Oficina 5 - Ushuaia
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,2283,Sucursal 4 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,540,Sucursal 4 - Tolhuin
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-07-01T00:00:00Z,146,Oficina 5 - Ushuaia
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2025-01-02T00:00:00Z,530,Planta 4 - Río Grande
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-05-01T00:00:00Z,146,Depósito 5 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,2902,Oficina 1 - Tolhuin
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,110429,Obra 5 - Ushuaia
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2023-06-01T00:00:00Z,225,Sucursal 4 - Tolhuin
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-12-01T00:00:00Z,312,Obra 2 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-05-01T00:00:00Z,296,Depósito 4 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-04-01T00:00:00Z,1703,Depósito 3 - Ushuaia
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-07-01T00:00:00Z,471,Planta 2 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-07T00:00:00Z,711,Sucursal 4 - Ushuaia
